id,tweet_id,content,concerns
694,1333823650756251648t,"@DrGerhardJung In real life these mRNA vaccine will not be used in most countries. And the vectorial vaccine from Astra Zeneca failed. Even though they are fixing the data. Scientifically, it’s a doomed study. Sadly.",none
695,1334987732544700418t,lol I mean all im trying to say is I’m in no rush to get the vaccine cause covid isn’t going to kill 😂,rushed 
696,1337919132646379520t,So the Pfizer vaccine is only legit if you get Bell’s Palsy?! https://t.co/5vO8r5Q5wE,side-effect 
697,1336311144080928769t,"@1blantdaddy 👋👋👋👋 Not if I have anything to say about it! Told my elderly neighbor about the vax and how the Pfizer exec adnmitted it is not safe, so, later today I will be printing it out for him and anyone else who wants to know.",none
698,1344317847393107969t,"Canada is also behind the curve because the Liberals appointed a Vaccine Task Force corrupted by undisclosed conflict of interest. Several of its members had links to Sanofi or GSK, and they bet on it, except now it turns out the Sanofi/GSK vaccine is a dud.",political 
699,1339405213145415680t,metro: 'Health worker in intensive care with severe reaction after Pfizer Covid vaccine' https://t.co/t551dH2XPa,side-effect 
700,1354828573241200641t,@SadiqKhan It’s only 33% effective you absolute fool! I can tell you really care about your mum 😂. At least she’s escaped the moderna vaccine- the real vaccine!!!,ineffective 
701,1366723758061461505t,"@DailyMailUK It's not a sign of hope, it's utterly disgusting and totally inappropriate. The vaccine doesn't stop you from getting it or passing it on so what use is a ""passport""? Discriminatory and being brought in on the back of ""Covid"". I won't be flying while this nonsense is in place.",mandatory 
702,1303813192536092673t,"@nyunggai “We can’t bank on a vaccine. I think the treatments are improving but we have to learn to live with COVID. We have to manage it.”  This from the chair of CSL, who would be the ones to manufacture the vaccine, and thus has a vested interest in talking it up.  Listen to the experts",pharma 
703,1301536144304336896t,@BrianFarrell233 @HenryMakow 4D chess works. Some think vaccines work. They have a right to access. His job is to make it available or it will be dereliction of duty. Trump divorced WHO and global vaccine schemes. Gates is mostly out. Moderna? We'll see! Taxes don't fund much now. It is all indebtedness now!,political 
704,1339416650198597633t,Alaska Health Worker Had a Serious Allergic Reaction After Pfizer's Vaccine https://t.co/w9RZ1PA1EH via @Yahoo Becoming apparent that this stuff is garbage!,side-effect 
705,1298158626507456512t,"@Acosta He’s really not going to like the news coming out from Hong Kong, showing the that one vaccine won’t protect u against different strains of Covid so for convalescent plasma treatment it’s not great news!",ineffective 
706,1344635218712539137t,Yhu Won’t Catch Me Taking That Covid Vaccine.. Ian Turing Into No Fucking Zombie 😭,unnecessary 
707,1151668556049702912t,@gorskon @Alyssa_Milano @marwilliamson @sorrynotsorry So you support the vaccine science from scientists  paid by BigPharma? That’s like trusting Boeing paid engineers to certify safety of the 737 for commercial flight,pharma 
708,1354031091326345218t,@ABCNewsLive @ABC @LinseyDavis How about Fauci take his own vaccine in front of American People! Let Americans see it with drawn from a actual vaccine vial!!!! Bet that will never happen!!!,pharma 
709,1341659520091734022t,"As we all suspected: Boris and co are willing participants in this covid scam. They took the 30 pieces of silver, selling us out to the NWO great reset. The pandemic doesn't exist. We have been conned. So ditch your masks and say no to the vaccine.",pharma rushed 
710,1333872094233374720t,@RepDLesko @realDonaldTrump My dad died of COVID because vaccines have been the only policy priority. How much have you and your friends profited off this dereliction of duty and neglect? How much per death does it equal? And congrats on your insurance company donors lining up for distribution of vaccines.,pharma 
711,1367322383971926023t,"@AllTransLivesM1 I'm with Rachel Maddow, I want a one time shot! After the reaction I got to the shingles vaccine, I didn't go back for the second one. I'm afraid I'll do that again with the Covid vaccine if I have a bad reaction. Plus mRNA is new vaccine technology, I want old technology.",side-effect 
712,1433982087535767552t,@CapitalPrivate1 There is no doubt this Moderna is an absolute fraud @US_FDA @SEC_Enforcement 200 billion for a vaccine ? Are they on drugs? There vaccines in clinical trials never worked x 5 yrs now all of a sudden they are going to work?,pharma ineffective 
713,1333490679356542976t,Dr. Fauci Says You Should Expect These COVID Vaccine Side Effects https://t.co/BZQybyT1pW via @Yahoo Anthony Fauci is lying about these side effects. Many side effects could be permanent and millions will either be very sick or man will die. DON'T TAKE THE VACCINES!!,side-effect 
714,1352380014189309958t,"""More & more evidence... that we should NOT partake in the COVID vaccine,” an elected official who oversees the Montgomery Co Hospital District wrote on FB. Another said she was ""anti-mask."" A 3rd shared a meme: “The ones selling the panic are the... ones selling the vaccine.”",pharma 
715,1336658080621359104t,@scouseblueblood Lol. First there was 2 deaths. Then there was 4 deaths. Now is 6 deaths. At this rate in few weeks time all volunteers for Pfizer vaxx are dead. Is funny when people cant even make some shitty fake news lol,side-effect 
716,1254977104946573312t,@JeremyHollywoo2 @WildBil11464779 @DominicGBrown @zkaram Maybe bcuz the average flu vaccine is around 40% effective. What makes ppl think the covid vaccine would be any better? It's very dangerous thing to try and wait to reopen until a vaccine is ready,ineffective 
717,1298418394958573569t,"@skabowl @Panalicious @wosiedog @globalnews Weird flex but ok. If you get the vaccine why should I. You’re already protected. And for anyone else that decided not to, we know the risks. The .03% risks. God already knows I ain’t getting it. I don’t think it changes my expiry date.",unnecessary 
718,1295295635168665602t,AstraZeneca to be exempt from coronavirus vaccine liability claims in most countries | Article [AMP] | Reuters - Really? Let the politicians get vaccinated first! The rest of the world will wait & see if there are any side effects in 4 years’ time!👎 https://t.co/8Z2qEz9FQ8,political side-effect 
719,1430843813937958915t,"BBC Radio Newcastle presenter died of AstraZeneca coronavirus vaccine complications, coroner concludes Lisa Shaw died three weeks after her first dose, inquest hears https://t.co/EX5vFIvM1a",side-effect 
720,1352698994292518912t,"The exact same thing happened in #Brazil- where all those people got vaccinated for COVID and got sick and died.    they ran out of oxygen, beasting to get the vaccine, trump opens the border so they can come to usa and get oxygen tanks, and now ?",side-effect 
721,1317925182590300160t,@confidencenac And if they are tweeking an existing one it will be because they actually know that the 'cases' are not all Covid and mostly flu. The reality is they can't properly test for it because they can't isolate it. If you can't isolate it how the fuck do you produce a vaccine,rushed 
722,1335653839047806976t,@trvrb A 'vaccine' for the complex lethal Covid-19 Coronavirus after only a few months of 'research' but no vaccine for the relatively less lethal 'common cold' virus after centuries of fiddling with test tubes; what are the pharmaceutical companies not telling us about the common cold?,unnecessary 
723,1251205476798410760t,@Sandman65367335 @Porouje1 There has never been a successful Corona Virus vaccine! Every time they have tried and it went to human testing - it always gets shutdown because of adverse reactions and fatalities!,side-effect ineffective 
724,1332590170982400000t,40 year old man who reportedly suffered a serious adverse outcome during the Astra-Oxford vaccine trial in India has sued the company. https://t.co/TZmmkk13BG,side-effect 
725,1285230391901728768t,"New scam again? They cannot show the real PROOF and the LENGTH of such so-called ""immunity"" for all old and new strains of #COVID19! When these companies are faking a vaccine for old strains, many new strains are appearing. Trying to boost up AstraZeneca's falling stock value?",pharma 
726,1364262802693758979t,"@BorisJohnson said last week that there would be no vaccine passport, this week @michaelgove is reviewing the introduction of them. When will the dishonesty of the @Conservatives party STOP #VaccinePassports #COVID19 #lockdown #EnoughIsEnough #Fascist #dictatorship #lies",political 
727,1336156304918757377t,"@RickSmithShow @docrocktex26 In fact the vaccine has been rushed compared to normal vaccines. I've now had 2 doctors tell me they don't plan to have the mRNA vaccines, in part, because it's the 1st time using it on the public & they don't know the long term effect. They WILL take the standard Oxford vaccine.",rushed side-effect 
728,1293122773984915456t,"@MissPond They think they're the best, russian out a vaccine without adequate testing. So be it....I mean soviet....no wait.",rushed 
729,1288070819629993985t,"@jen_the_rn @kevinroose Factually untrue. Fauci has known of the effectiveness of HCQ in treating COVID since 2005. Plus, why would you assume a vaccine would solve anything? We have a flu vaccine yet we still have millions of cases of the flu and flu deaths every year. This will be no different.",ineffective 
730,1338441720791502850t,"@KimsRustyWheels @dmelvin3737 @GarageTraders @BreannaFuss @pfizer @FedEx @UPS And with people start getting sick and dying at a greater rate because this vaccine was rushed, who are you going to blame probably Donald Trump as usual.",political rushed side-effect 
731,1418687577264168967t,"@rstrongdoctor @arkmedic This is nonsense. Personally know of someone who had the Pfizer jab on early December. Admitted to hospital following a fall in late January. Tested negative on admission, picked up Covid a week later post op & whilst still in hospital. Died two days after positive test.",side-effect 
